"SKU","Product Name","Description","Specifications","Shipping Weight & Dimensions","Main Image"
"ABFTC2701","Receipt Book, Three-Part Carbonless, 2.75 x 7.19, 50 Forms Total","Provide proof of receipt and keep accurate records for cash, check, credit and money order payments. Multipart format lets you retain a copy for your files, while the carbonless paper produces clean, smudge-free results. Preprinted forms provide space for name, date, transaction type, payment amount and more to ensure accurate record keeping. With consecutive numbering on each set, Adams® Money/Rent Receipt Books make it easy to keep track of your sales and rent payments.","Global Product Type: Sales & Work Order Forms
Form Type Details: Invoice/Receipt
Dated/Undated: Undated
Forms Per Page: 1
Format Indicator: Book
Copy Types: Three-Part Carbonless
Color Family: White
Form Size: 2.75 x 7.19
Forms per Pad/Book: 50
Form Quantity (Total): 50
Principal Heading(s): Receipt
Paper Color(s): White
Copy Paper Color(s): Canary,Pink
Print and Ruling Color(s): Purple
Numbering: Preprinted Top
Numbering Color(s): Red
Product Biodegradability in Days: 0
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Country Of Origin: MX
Carton Weight: 8  lbs.
Carton Pack Quantity: 25 EA
Pack Quantity: 0
UPC: 087958270136
UNSPSC: 14111802","Weight: 0.259  lbs.
Length: 7.19  in
Height: 0.5  in
Width: 2.75  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/601445.JPG"
"ABFTC4705","Multipart Sales Order Pad, Three-Part Carbonless, 4.19 x 6.69, 50 Forms Total","Perfect for keeping hard copy records of your sales, the Adams® Multipart Sales Order Pad features preprinted layout prompts for all the important details. With entry areas for point of sale, customer, order, terms information and more, anything one might wish to capture can easily be accommodated. Open area at top provides space for your company's logo, and the order form's carbonless, multipart format lets you provide a receipt to your customer while keeping clean, administrative copies. The pad's wraparound cover also allows you to place the front cover between sets as you fill out a form, minimizing the potential for write-through.","Global Product Type: Sales & Work Order Forms
Form Type Details: Invoice/Receipt
Dated/Undated: Undated
Forms Per Page: 1
Format Indicator: Pad
Copy Types: Three-Part Carbonless
Color Family: White
Form Size: 4.19 x 6.69
Sheet Size: 4.19 x 7.19
Forms per Pad/Book: 50
Form Quantity (Total): 50
Number of Entry Lines: 12
Paper Color(s): White/Beige
Copy Paper Color(s): Canary,Pink
Paper Stock: 15 lb Bond
Print and Ruling Color(s): Blue
Numbering: Preprinted Top Right
Numbering Color(s): Red
Cover Color(s): Green/Blue
Cover Material(s): Paperboard (Front),23 pt Chipboard (Back)
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Country Of Origin: MX
Carton Weight: 11  lbs.
Carton Pack Quantity: 25 EA
Pack Quantity: 0
UPC: 087958470536
UNSPSC: 14111802","Weight: 0.394  lbs.
Length: 7.19  in
Height: 0.5  in
Width: 4.19  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/251929.JPG"
"ABFTC3705","Multipart Sales Order Pad, Three-Part Carbonless, 3.25 x 7.13, 50 Forms Total","Perfect for keeping hard copy records of your sales, the Adams® Multipart Sales Order Pad features preprinted layout prompts for all the important details. With entry areas for point of sale, customer, order, terms information and more, anything one might wish to capture can easily be accommodated. Open area at top provides space for your company's logo, and the order form's carbonless, multipart format lets you provide a receipt to your customer while keeping clean, administrative copies. The pad's wraparound cover also allows you to place the front cover between sets as you fill out a form, minimizing the potential for write-through.","Global Product Type: Sales & Work Order Forms
Form Type Details: Invoice/Receipt
Dated/Undated: Undated
Forms Per Page: 1
Format Indicator: Pad
Copy Types: Three-Part Carbonless
Color Family: White
Form Size: 3.25 x 7.13
Sheet Size: 3.25 x 7.13
Forms per Pad/Book: 50
Form Quantity (Total): 50
Number of Entry Lines: 12
Paper Color(s): White/Beige
Copy Paper Color(s): Canary,Pink
Paper Stock: 15 lb Bond
Print and Ruling Color(s): Blue
Numbering: Preprinted Top Right
Numbering Color(s): Red
Cover Color(s): Green/Blue
Cover Material(s): Paperboard (Front),23 pt Chipboard (Back)
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Country Of Origin: MX
Carton Weight: 9  lbs.
Carton Pack Quantity: 25 EA
Pack Quantity: 0
UPC: 087958370539
UNSPSC: 14111806","Weight: 0.33  lbs.
Length: 7.19  in
Height: 0.5  in
Width: 3.34  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/252010.JPG"
"ABFTC1182","Receipt Book, Three-Part Carbonless, 7.19 x 2.75, 4 Forms/Sheet, 100 Forms Total","Provide proof of receipt and keep accurate records for cash, check, credit and money order payments. Multipart format lets you retain a copy for your files, while the carbonless paper produces clean, smudge-free results. Preprinted forms provide space for name, date, transaction type, payment amount and more to ensure accurate record keeping. With consecutive numbering on each set, Adams® Money/Rent Receipt Books make it easy to keep track of your sales and rent payments.","Global Product Type: Sales & Work Order Forms
Form Type Details: Invoice/Receipt
Dated/Undated: Undated
Forms Per Page: 4
Format Indicator: Book
Copy Types: Three-Part Carbonless
Color Family: White
Forms Per Page Layout: Vertical: Four Down
Form Size: 7.19 x 2.75
Sheet Size: 7.63 x 11
Forms per Pad/Book: 100
Form Quantity (Total): 100
Principal Heading(s): Receipt
Paper Color(s): White/Rose
Copy Paper Color(s): Canary,Pink
Print and Ruling Color(s): Blue
Numbering: Preprinted Top
Product Biodegradability in Days: 0
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Country Of Origin: MX
Carton Weight: 16  lbs.
Carton Pack Quantity: 25 EA
Pack Quantity: 0
UPC: 087958311822
UNSPSC: 14111802","Weight: 0.605  lbs.
Length: 10.8  in
Height: 0.3  in
Width: 7.5  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/317462.JPG"
"ABFTC5805","Multipart Sales Order Pad, Three-Part Carbonless, 5.56 x 7.94, 50 Forms Total","Perfect for keeping hard copy records of your sales, the Adams® Multipart Sales Order Pad features preprinted layout prompts for all the important details. With entry areas for point of sale, customer, order, terms information and more, anything one might wish to capture can easily be accommodated. Open area at top provides space for your company's logo, and the order form's carbonless, multipart format lets you provide a receipt to your customer while keeping clean, administrative copies. The pad's wraparound cover also allows you to place the front cover between sets as you fill out a form, minimizing the potential for write-through.","Global Product Type: Sales & Work Order Forms
Form Type Details: Invoice/Receipt
Dated/Undated: Undated
Forms Per Page: 1
Format Indicator: Pad
Copy Types: Three-Part Carbonless
Color Family: White
Form Size: 5.56 x 7.94
Sheet Size: 5.56 x 8.44
Forms per Pad/Book: 50
Form Quantity (Total): 50
Number of Entry Lines: 18
Paper Color(s): White/Beige
Copy Paper Color(s): Canary,Pink
Paper Stock: 15 lb Bond
Print and Ruling Color(s): Blue
Numbering: Preprinted Top Right
Numbering Color(s): Red
Cover Color(s): Green/Blue
Cover Material(s): Paperboard (Front),23 pt Chipboard (Back)
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Country Of Origin: MX
Carton Weight: 17  lbs.
Carton Pack Quantity: 25 EA
Pack Quantity: 0
UPC: 087958580532
UNSPSC: 14111802","Weight: 0.64  lbs.
Length: 8.44  in
Height: 0.5  in
Width: 5.56  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/306728.JPG"
"ABN30004","Immune Support Effervescent Tablet, Zesty Orange, 10/Box","Delivers real immune support in a fizzy tablet that dissolves in cold or hot water. A unique combination of 14 vitamins, minerals and herbs.","Global Product Type: Vitamins/Immune Supports
Contains: Antioxidants,Vitamin C,Zinc,Selenium,Echinacea,Ginger
Description: 10 Effervescent Tablets Zesty Orange Flavor
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: These statements have not been evaluated by the U.S. Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent disease. Use only as directed.
Country Of Origin: US
Carton Weight: 13  lbs.
Carton Pack Quantity: 72 EA
Pack Quantity: 0
UPC: 647865100010
UNSPSC: 51000000","Weight: 0.16  lbs.
Length: 3.75  in
Height: 4.06  in
Width: 1.38  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/257957.JPG"
"ABFTCH1185","Multipart Money/Rent Receipt Book, Casebound (Hard Cover), Three-Part Carbonless, 7 x 2.75, 4 Forms/Sheet, 200 Forms Total","Provide proof of receipt and keep accurate records for cash, check, credit and money order payments. Multipart format lets you retain a copy for your files, while the carbonless paper produces clean, smudge-free results. Preprinted forms provide space for name, date, transaction type, payment amount and more to ensure accurate record keeping. With consecutive numbering on each set, Adams® Money/Rent Receipt Books make it easy to keep track of your sales and rent payments.","Global Product Type: Sales & Work Order Forms
Form Type Details: Invoice/Receipt
Dated/Undated: Undated
Forms Per Page: 4
Format Indicator: Book
Copy Types: Three-Part Carbonless
Color Family: White
Forms Per Page Layout: Vertical: Four Down
Form Size: 7 x 2.75
Sheet Size: 11.19 x 7.94
Form Binding: Sewn
Forms per Pad/Book: 200
Form Quantity (Total): 200
Principal Heading(s): Receipt
Paper Color(s): White/Rose
Copy Paper Color(s): Canary,Pink
Paper Stock: 15 lb Bond
Print and Ruling Color(s): Blue
Numbering: Preprinted Top Right
Numbering Color(s): Red
Cover Color(s): Blue/Pink
Cover Material(s): Laminated Paperboard (80 lb Cover Weight Stock)
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Special Features: Casebound (Hard Cover)
Country Of Origin: MX
Carton Weight: 9  lbs.
Carton Pack Quantity: 5 EA
Pack Quantity: 0
UPC: 087958311853
UNSPSC: 14111802","Weight: 1.66  lbs.
Length: 11.188  in
Height: 0.5  in
Width: 7.938  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/306725.JPG"
"ABN30004CT","Immune Support Effervescent Tablet, Zesty Orange, 10/Box, 72 Boxes/Carton","Delivers real immune support in a fizzy tablet that dissolves in cold or hot water. A unique combination of 14 vitamins, minerals and herbs.","Global Product Type: Vitamins/Immune Supports
Contains: Antioxidants,Vitamin C,Zinc,Selenium,Echinacea,Ginger
Description: 720 Effervescent Tablets Zesty Orange Flavor
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: These statements have not been evaluated by the U.S. Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent disease. Use only as directed.
Country Of Origin: US
Carton Weight: 13  lbs.
Carton Pack Quantity: 72 EA
Pack Quantity: 0
UPC: 647865100010
UNSPSC: 51000000","Weight: 12.25  lbs.
Length: 16  in
Height: 5.25  in
Width: 11.75  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/257957.JPG"
"ACC12993","Standard Two-Piece Two-Prong Paper Fastener Bases, 2"" Capacity, 2.75"" Center to Center, Silver, 100/Box","An economical alternative to premium fasteners. Ideal for basic fastening needs without sacrificing a classic look.","Global Product Type: Two-Piece Two-Prong Fasteners
Fastener Subtype: Two-Prong Base
Fastener Sheet Capacity: 200 Sheets
Color(s): Silver
Self-Adhesive: N
Fastener Capacity: 2""
Center To Center: 2.75""
Material(s): Metal
For Use With: Most 2.75"" Wide Two-Prong Paper-Fastener Compressors
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: Two-prong bases and compressors sold and shipped separately-ORDER BOTH.
Special Features: Two-Prong Base
Country Of Origin: KR
Carton Weight: 9  lbs.
Carton Pack Quantity: 1500 EA
Pack Quantity: 0
UPC: 050505129935
UNSPSC: 44122103","Weight: 0.51  lbs.
Length: 5.4  in
Height: 1  in
Width: 3.2  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/8789.JPG"
"ACC12995","Standard Two-Piece Two-Prong Paper Fastener Base and Compressor Sets, 3.5"" Capacity, 8.5"" Center to Center, Silver, 50/Box","An economical alternative to premium fasteners. Ideal for basic fastening needs without sacrificing a classic look.","Global Product Type: Two-Piece Two-Prong Fasteners
Fastener Subtype: Two-Piece Two-Prong Set
Fastener Sheet Capacity: 350 Sheets
Color(s): Silver
Self-Adhesive: N
Fastener Capacity: 3.5""
Center To Center: 8.5""
Material(s): Metal
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Special Features: Complete Set-Includes two-prong bases and compressors.
Country Of Origin: CN
Carton Weight: 30  lbs.
Carton Pack Quantity: 1000 EA
Pack Quantity: 0
UPC: 050505129959
UNSPSC: 44122103","Weight: 1.313  lbs.
Length: 16.9  in
Height: 1  in
Width: 2  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/8790.JPG"
"ACC15026","Pressboard Classification Folders, 3"" Expansion, 2 Dividers, 6 Fasteners, Letter Size, Sky Blue Exterior, 10/Box","Choose a classification folder with four, six or eight parts to meet your needs. Durable, 25-pt. pressboard covers with fasteners provide snag-free document filing. Color-matched, reinforced Tyvek® expandable file gusset ensures long-term use. Tabs for titling included on covers and dividers.","Global Product Type: Top Tab Classification Folders
Folder Size: Letter
Total Number of Dividers: 2
Total Number of Fasteners: 6
Cover Tab Cut: 2/5-Cut
Color Family: Blue
Cover Tab Position: Right of Center
Max Folder Expansion: 3""
Cover Tab Style: Top Tab
Cover Color: Sky Blue
Cover Material: 25-pt Pressboard
Cover Fasteners: 2
Cover Fastener Capacity: 1""
Divider Tab Style: Top Tab
Divider Tab Cut: 2/5-Cut
Divider Color: Natural Brown
Divider Material: 20-pt Kraft
Fasteners per Divider: 2
Divider Fastener Capacity: 1""
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: Color tone may vary. This product was made using wood sourced from a certified managed forest.
Country Of Origin: US
Carton Weight: 21  lbs.
Carton Pack Quantity: 50 EA
Pack Quantity: 0
UPC: 050505150267
UNSPSC: 44122011","Weight: 4  lbs.
Length: 12.13  in
Height: 2  in
Width: 10.38  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/318252.JPG"
"ACC15024","Pressboard Classification Folders, 2"" Expansion, 1 Divider, 4 Fasteners, Letter Size, Sky Blue Exterior, 10/Box","Choose a classification folder with four, six or eight parts to meet your needs. Durable, 25-pt. pressboard covers with fasteners provide snag-free document filing. Color-matched, reinforced Tyvek® expandable file gusset ensures long-term use. Tabs for titling included on covers and dividers.","Global Product Type: Top Tab Classification Folders
Folder Size: Letter
Total Number of Dividers: 1
Total Number of Fasteners: 4
Cover Tab Cut: 2/5-Cut
Color Family: Blue
Cover Tab Position: Right of Center
Max Folder Expansion: 2""
Cover Tab Style: Top Tab
Cover Color: Sky Blue
Cover Material: 25-pt Pressboard
Cover Fasteners: 2
Cover Fastener Capacity: 1""
Divider Tab Style: Top Tab
Divider Tab Cut: 1/3-Cut
Divider Color: Natural Brown
Divider Material: 20-pt Kraft
Fasteners per Divider: 2
Divider Fastener Capacity: 1""
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: Color tone may vary. This product was made using wood sourced from a certified managed forest.
Country Of Origin: US
Carton Weight: 16  lbs.
Carton Pack Quantity: 50 EA
Pack Quantity: 0
UPC: 050505150243
UNSPSC: 44122011","Weight: 3  lbs.
Length: 12.1  in
Height: 2.1  in
Width: 10.4  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/318253.JPG"
"ACC15038","Pressboard Classification Folders, 4"" Expansion, 3 Dividers, 8 Fasteners, Letter Size, Earth Red Exterior, 10/Box","Choose a classification folder with four, six or eight parts to meet your needs. Durable, 25-pt. pressboard covers with fasteners provide snag-free document filing. Color-matched, reinforced Tyvek® expandable file gusset ensures long-term use. Tabs for titling included on covers and dividers.","Global Product Type: Top Tab Classification Folders
Folder Size: Letter
Total Number of Dividers: 3
Total Number of Fasteners: 8
Cover Tab Cut: 2/5-Cut
Color Family: Red
Cover Tab Position: Right of Center
Max Folder Expansion: 4""
Cover Tab Style: Top Tab
Cover Color: Earth Red
Cover Material: 25-pt Pressboard
Cover Fasteners: 2
Cover Fastener Capacity: 1""
Divider Tab Style: Top Tab
Divider Tab Cut: 1/3-Cut
Divider Color: Natural Brown
Divider Material: 20-pt Kraft
Fasteners per Divider: 2
Divider Fastener Capacity: 1""
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: Color tone may vary. This product was made using wood sourced from a certified managed forest.
Country Of Origin: US
Carton Weight: 22  lbs.
Carton Pack Quantity: 50 EA
Pack Quantity: 0
UPC: 050505150380
UNSPSC: 44122011","Weight: 4.5  lbs.
Length: 12.13  in
Height: 3.13  in
Width: 10.25  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/318251.JPG"
"ACC15044","Pressboard Classification Folders, 2"" Expansion, 1 Divider, 4 Fasteners, Letter Size, Leaf Green Exterior, 10/Box","Choose a classification folder with four, six or eight parts to meet your needs. Durable, 25-pt. pressboard covers with fasteners provide snag-free document filing. Color-matched, reinforced Tyvek® expandable file gusset ensures long-term use. Tabs for titling included on covers and dividers.","Global Product Type: Top Tab Classification Folders
Folder Size: Letter
Total Number of Dividers: 1
Total Number of Fasteners: 4
Cover Tab Cut: 2/5-Cut
Color Family: Green
Cover Tab Position: Right of Center
Max Folder Expansion: 2""
Cover Tab Style: Top Tab
Cover Color: Leaf Green
Cover Material: 25-pt Pressboard
Cover Fasteners: 2
Cover Fastener Capacity: 1""
Divider Tab Style: Top Tab
Divider Tab Cut: 1/3-Cut
Divider Color: Natural Brown
Divider Material: 20-pt Kraft
Fasteners per Divider: 2
Divider Fastener Capacity: 1""
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: Color tone may vary. This product was made using wood sourced from a certified managed forest.
Country Of Origin: US
Carton Weight: 16  lbs.
Carton Pack Quantity: 50 EA
Pack Quantity: 0
UPC: 050505150441
UNSPSC: 44122011","Weight: 2.84  lbs.
Length: 12.063  in
Height: 2.125  in
Width: 10.5  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/318273.JPG"
"ACC15036","Pressboard Classification Folders, 3"" Expansion, 2 Dividers, 6 Fasteners, Letter Size, Earth Red Exterior, 10/Box","Choose a classification folder with four, six or eight parts to meet your needs. Durable, 25-pt. pressboard covers with fasteners provide snag-free document filing. Color-matched, reinforced Tyvek® expandable file gusset ensures long-term use. Tabs for titling included on covers and dividers.","Global Product Type: Top Tab Classification Folders
Folder Size: Letter
Total Number of Dividers: 2
Total Number of Fasteners: 6
Cover Tab Cut: 2/5-Cut
Color Family: Red
Cover Tab Position: Right of Center
Max Folder Expansion: 3""
Cover Tab Style: Top Tab
Cover Color: Earth Red
Cover Material: 25-pt Pressboard
Cover Fasteners: 2
Cover Fastener Capacity: 1""
Divider Tab Style: Top Tab
Divider Tab Cut: 2/5-Cut
Divider Color: Natural Brown
Divider Material: 20-pt Kraft
Fasteners per Divider: 2
Divider Fastener Capacity: 1""
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: Color tone may vary. This product was made using wood sourced from a certified managed forest.
Country Of Origin: US
Carton Weight: 19  lbs.
Carton Pack Quantity: 50 EA
Pack Quantity: 0
UPC: 050505150366
UNSPSC: 44122011","Weight: 4  lbs.
Length: 12.13  in
Height: 2  in
Width: 10.38  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/318276.JPG"
"ACC15034","Pressboard Classification Folders, 2"" Expansion, 1 Divider, 4 Fasteners, Letter Size, Earth Red Exterior, 10/Box","Choose a classification folder with four, six or eight parts to meet your needs. Durable, 25-pt. pressboard covers with fasteners provide snag-free document filing. Color-matched, reinforced Tyvek® expandable file gusset ensures long-term use. Tabs for titling included on covers and dividers.","Global Product Type: Top Tab Classification Folders
Folder Size: Letter
Total Number of Dividers: 1
Total Number of Fasteners: 4
Cover Tab Cut: 2/5-Cut
Color Family: Red
Cover Tab Position: Right of Center
Max Folder Expansion: 2""
Cover Tab Style: Top Tab
Cover Color: Earth Red
Cover Material: 25-pt Pressboard
Cover Fasteners: 2
Cover Fastener Capacity: 1""
Divider Tab Style: Top Tab
Divider Tab Cut: 1/3-Cut
Divider Color: Natural Brown
Divider Material: 20-pt Kraft
Fasteners per Divider: 2
Divider Fastener Capacity: 1""
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: Color tone may vary. This product was made using wood sourced from a certified managed forest.
Country Of Origin: US
Carton Weight: 16  lbs.
Carton Pack Quantity: 50 EA
Pack Quantity: 0
UPC: 050505150342
UNSPSC: 44122011","Weight: 3  lbs.
Length: 12.13  in
Height: 2  in
Width: 10.38  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/318277.JPG"
"ACC12992","Standard Two-Piece Two-Prong Paper Fastener Base and Compressor Sets, 2"" Capacity, 2.75"" Center to Center, Silver, 50/Box","An economical alternative to premium fasteners. Ideal for basic fastening needs without sacrificing a classic look.","Global Product Type: Two-Piece Two-Prong Fasteners
Fastener Subtype: Two-Piece Two-Prong Set
Fastener Sheet Capacity: 200 Sheets
Color(s): Silver
Self-Adhesive: N
Fastener Capacity: 2""
Center To Center: 2.75""
Material(s): Metal
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Special Features: Complete Set-Includes two-prong bases and compressors.
Country Of Origin: KR
Carton Weight: 8  lbs.
Carton Pack Quantity: 750 EA
Pack Quantity: 0
UPC: 050505129928
UNSPSC: 44122103","Weight: 0.487  lbs.
Length: 5.4  in
Height: 1  in
Width: 3.3  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/8788.JPG"
"ACC15046","Pressboard Classification Folders, 3"" Expansion, 2 Dividers, 6 Fasteners, Letter Size, Leaf Green Exterior, 10/Box","Choose a classification folder with four, six or eight parts to meet your needs. Durable, 25-pt. pressboard covers with fasteners provide snag-free document filing. Color-matched, reinforced Tyvek® expandable file gusset ensures long-term use. Tabs for titling included on covers and dividers.","Global Product Type: Top Tab Classification Folders
Folder Size: Letter
Total Number of Dividers: 2
Total Number of Fasteners: 6
Cover Tab Cut: 2/5-Cut
Color Family: Green
Cover Tab Position: Right of Center
Max Folder Expansion: 3""
Cover Tab Style: Top Tab
Cover Color: Leaf Green
Cover Material: 25-pt Pressboard
Cover Fasteners: 2
Cover Fastener Capacity: 1""
Divider Tab Style: Top Tab
Divider Tab Cut: 2/5-Cut
Divider Color: Natural Brown
Divider Material: 20-pt Kraft
Fasteners per Divider: 2
Divider Fastener Capacity: 1""
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: Color tone may vary. This product was made using wood sourced from a certified managed forest.
Country Of Origin: US
Carton Weight: 20  lbs.
Carton Pack Quantity: 50 EA
Pack Quantity: 0
UPC: 050505150465
UNSPSC: 44122011","Weight: 3.627  lbs.
Length: 12.1  in
Height: 2  in
Width: 10.5  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/318264.JPG"
"ACC15048","Pressboard Classification Folders, 4"" Expansion, 3 Dividers, 8 Fasteners, Letter Size, Leaf Green Exterior, 10/Box","Choose a classification folder with four, six or eight parts to meet your needs. Durable, 25-pt. pressboard covers with fasteners provide snag-free document filing. Color-matched, reinforced Tyvek® expandable file gusset ensures long-term use. Tabs for titling included on covers and dividers.","Global Product Type: Top Tab Classification Folders
Folder Size: Letter
Total Number of Dividers: 3
Total Number of Fasteners: 8
Cover Tab Cut: 2/5-Cut
Color Family: Green
Cover Tab Position: Right of Center
Max Folder Expansion: 4""
Cover Tab Style: Top Tab
Cover Color: Leaf Green
Cover Material: 25-pt Pressboard
Cover Fasteners: 2
Cover Fastener Capacity: 1""
Divider Tab Style: Top Tab
Divider Tab Cut: 1/3-Cut
Divider Color: Natural Brown
Divider Material: 20-pt Kraft
Fasteners per Divider: 2
Divider Fastener Capacity: 1""
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: Color tone may vary. This product was made using wood sourced from a certified managed forest.
Country Of Origin: US
Carton Weight: 24  lbs.
Carton Pack Quantity: 50 EA
Pack Quantity: 0
UPC: 050505150489
UNSPSC: 44122011","Weight: 4.04  lbs.
Length: 12.13  in
Height: 3.13  in
Width: 10.25  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/318250.JPG"
"ACC15663","ColorLife PRESSTEX Classification Folders, 3"" Expansion, 2 Dividers, 6 Fasteners, Letter Size, Dark Blue Exterior, 10/Box","Protect and separate important documents by function or subject using attractive, heavy-duty ColorLife® PRESSTEX® folders. Moisture-resistant 15 pt pressboard cover and 20 pt Kraft dividers ensure long-lasting durability. Color-matched Tyvek® reinforcement tape helps prevent cracking and tearing along expansion gussets.","Global Product Type: Top Tab Classification Folders
Folder Size: Letter
Total Number of Dividers: 2
Total Number of Fasteners: 6
Cover Tab Cut: 2/5-Cut
Color Family: Blue
Cover Tab Position: Right of Center
Max Folder Expansion: 3""
Cover Tab Style: Top Tab
Cover Color: Dark Blue
Cover Material: 15-pt Pressboard
Cover Fasteners: 2
Cover Fastener Capacity: 0.5""
Divider Tab Style: Top Tab
Divider Tab Cut: 2/5-Cut
Divider Color: Natural Brown
Divider Material: 20-pt Kraft
Fasteners per Divider: 2
Divider Fastener Capacity: 0.5""
Product Biodegradability Indicator: N
Product Biodegradability in Days: 0
Product Compostability Indicator: N
Pre-Consumer Recycled Content Percent: 0%
Post-Consumer Recycled Content Percent: 0%
Total Recycled Content Percent: 0%
Disclaimer Statement: Color tone may vary. This product was made using wood sourced from a certified managed forest.
Country Of Origin: US
Carton Weight: 17  lbs.
Carton Pack Quantity: 50 EA
Pack Quantity: 0
UPC: 050505156634
UNSPSC: 44122011","Weight: 2.952  lbs.
Length: 12.13  in
Height: 2  in
Width: 10.38  in","https://content.oppictures.com/Master_Images/Master_Variants/Variant_500/320496.JPG"
